Time,Mag_x,Mag_y,Mag_z,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orn_x,Orn_y,Orn_z,Pressure
2021.02.12 16:35:23,30.599998,8.04,-45.42,0.102953814,0.58420306,9.246689,0.006001751,0.0795432,0.08713382,-0.063091941,-0.011133667,-1.234701395,1015.9761
2021.02.12 16:35:23,31.08,7.9199996,-45.36,0.19154198,0.505192,9.73991,-0.02087632,0.006239377,0.088966414,-0.051811799,-0.019663149,-1.261169195,1015.9761
2021.02.12 16:35:23,31.5,7.2599998,-44.94,0.2657645,0.51716334,9.63935,-0.003772093,-0.001091005,0.094464205,-0.053579558,-0.027563808,-1.285211325,1015.9888
2021.02.12 16:35:23,31.98,7.02,-45,0.42378664,0.6177229,9.620196,0.007223482,-0.054847144,0.08774468,-0.064061068,-0.044023305,-1.289791226,1015.9888
2021.02.12 16:35:23,32.64,6.72,-44.94,0.0670397,0.7685622,9.294575,-0.006215554,-0.046295032,0.035210274,-0.082499497,-0.007212652,-1.265703559,1015.979
2021.02.12 16:35:23,32.76,6.72,-45.18,-0.15323359,0.42618093,9.960183,-0.05569564,-0.062177528,-0.027708847,-0.042757325,0.015383402,-1.3067981,1015.9802
2021.02.12 16:35:23,32.94,7.14,-45.239998,-0.2657645,0.48843205,9.340066,-0.05569564,-0.0627884,-0.073523745,-0.05222559,0.028446566,-1.277952552,1015.9802
2021.02.12 16:35:23,32.64,7.2,-45.3,-0.22985038,0.8236305,9.301758,0.012110403,-0.09577511,0.060866613,-0.088288546,0.024705397,-1.228273988,1015.9844
2021.02.12 16:35:23,31.92,6.96,-45.36,-0.31125572,0.98404694,9.229929,-0.0581391,-0.007199658,0.007110471,-0.106153682,0.033709664,-1.199149847,1015.9844
2021.02.12 16:35:23,31.8,7.02,-45.12,-0.43096948,1.1205206,9.857229,-0.20657936,0.121082045,-0.063749894,-0.113082029,0.04369333,-1.181672812,1015.97876
2021.02.12 16:35:23,31.74,7.2,-45,-0.49800915,1.0654523,9.246689,-0.16687311,0.13207762,-0.042369615,-0.114554793,0.053806122,-1.167689443,1015.9763
2021.02.12 16:35:23,32.04,7.62,-45.18,-0.4836435,1.0319325,9.574705,-0.16565138,0.07709975,0.09935112,-0.107226864,0.05046973,-1.170428038,1015.9763
2021.02.12 16:35:24,32.399998,8.34,-45,-0.10055954,1.228263,9.802161,-0.16992745,0.02639793,0.186094,-0.124649115,0.010258555,-1.159997463,1015.98047
2021.02.12 16:35:24,32.52,8.76,-45,-0.00478855,1.1109436,9.814133,-0.115560435,-0.024914749,0.14577688,-0.112718508,4.88E-04,-1.170069814,1015.98047
