
time,gFx,gFy,gFz,Bx,By,Bz,Azimuth,Pitch,Roll,
15:11:27:122,0.0015,0.0188,0.9996,-19.2500,32.1000,-21.2250,36.2688,-0.6362,-0.0162,
15:11:27:147,0.0015,0.0188,0.9996,-19.1250,32.8875,-21.4375,36.2688,-0.6362,-0.0162,
15:11:27:182,0.0020,0.0194,0.9987,-19.1250,32.8875,-21.4375,36.2688,-0.6362,-0.0162,
15:11:27:183,0.0020,0.0194,0.9987,-19.1250,32.8875,-21.4375,36.2625,-0.6383,-0.0169,
15:11:27:217,0.0020,0.0194,0.9987,-19.3750,32.9750,-21.0250,36.2625,-0.6383,-0.0169,
15:11:27:263,0.0024,0.0188,1.0000,-19.3750,32.9750,-21.0250,36.2625,-0.6383,-0.0169,
15:11:27:264,0.0024,0.0188,1.0000,-19.3750,32.9750,-21.0250,36.2574,-0.6370,-0.0152,
15:11:27:277,0.0024,0.0188,1.0000,-19.3750,32.2625,-21.3375,36.2574,-0.6370,-0.0152,
15:11:27:324,0.0017,0.0191,1.0006,-19.3750,32.2625,-21.3375,36.2574,-0.6370,-0.0152,
15:11:27:324,0.0017,0.0191,1.0006,-19.3750,32.2625,-21.3375,36.2569,-0.6385,-0.0151,
15:11:27:347,0.0017,0.0191,1.0006,-19.6375,32.3125,-21.6375,36.2569,-0.6385,-0.0151,
15:11:27:384,0.0012,0.0196,1.0005,-19.6375,32.3125,-21.6375,36.2569,-0.6385,-0.0151,
15:11:27:385,0.0012,0.0196,1.0005,-19.6375,32.3125,-21.6375,36.2540,-0.6388,-0.0125,
15:11:27:419,0.0012,0.0196,1.0005,-19.5125,32.2375,-22.8625,36.2540,-0.6388,-0.0125,
15:11:27:451,0.0017,0.0194,0.9997,-19.5125,32.2375,-22.8625,36.2540,-0.6388,-0.0125,
15:11:27:453,0.0017,0.0194,0.9997,-19.5125,32.2375,-22.8625,36.2521,-0.6407,-0.0126,
15:11:27:481,0.0017,0.0194,0.9997,-19.6250,31.5375,-23.7750,36.2521,-0.6407,-0.0126,
15:11:27:528,0.0011,0.0190,1.0009,-19.6250,31.5375,-23.7750,36.2521,-0.6407,-0.0126,
15:11:27:531,0.0011,0.0190,1.0009,-19.6250,31.5375,-23.7750,36.2484,-0.6403,-0.0109,
15:11:27:549,0.0011,0.0190,1.0009,-19.9375,32.2875,-23.8625,36.2484,-0.6403,-0.0109,
15:11:27:586,0.0022,0.0196,0.9998,-19.9375,32.2875,-23.8625,36.2484,-0.6403,-0.0109,
15:11:27:587,0.0022,0.0196,0.9998,-19.9375,32.2875,-23.8625,36.2454,-0.6434,-0.0106,
15:11:27:618,0.0022,0.0196,0.9998,-19.9000,31.6875,-23.0875,36.2454,-0.6434,-0.0106,
15:11:27:647,0.0012,0.0194,1.0005,-19.9000,31.6875,-23.0875,36.2454,-0.6434,-0.0106,
15:11:27:648,0.0012,0.0194,1.0005,-19.9000,31.6875,-23.0875,36.2332,-0.6431,-0.0080,
15:11:27:678,0.0012,0.0194,1.0005,-19.2250,32.2750,-20.6000,36.2332,-0.6431,-0.0080,
15:11:27:728,0.0004,0.0162,0.9997,-19.2250,32.2750,-20.6000,36.2332,-0.6431,-0.0080,
15:11:27:729,0.0004,0.0162,0.9997,-19.2250,32.2750,-20.6000,36.0992,-0.6460,-0.0063,
15:11:27:748,0.0004,0.0162,0.9997,-19.1875,32.2125,-21.1625,36.0992,-0.6460,-0.0063,
15:11:27:788,0.0009,0.0191,0.9994,-19.1875,32.2125,-21.1625,36.0992,-0.6460,-0.0063,
15:11:27:789,0.0009,0.0191,0.9994,-19.1875,32.2125,-21.1625,35.5329,-0.6482,-0.0034,
15:11:27:818,0.0009,0.0191,0.9994,-19.0750,32.4750,-20.5000,35.5329,-0.6482,-0.0034,
15:11:27:851,0.0174,-0.0004,1.0014,-19.0750,32.4750,-20.5000,35.5329,-0.6482,-0.0034,
15:11:27:852,0.0174,-0.0004,1.0014,-19.0750,32.4750,-20.5000,32.3117,-0.6453,0.0316,
15:11:27:878,0.0174,-0.0004,1.0014,-18.0375,33.1750,-21.4375,32.3117,-0.6453,0.0316,
15:11:27:912,-0.0004,0.0104,0.9982,-18.0375,33.1750,-21.4375,32.3117,-0.6453,0.0316,
15:11:27:912,-0.0004,0.0104,0.9982,-18.0375,33.1750,-21.4375,26.7718,-0.6356,0.0947,
15:11:27:948,-0.0004,0.0104,0.9982,-16.2250,34.7250,-22.9750,26.7718,-0.6356,0.0947,
15:11:27:993,-0.0004,0.0104,0.9982,-16.2250,34.7250,-22.9750,19.6954,-0.6212,0.1867,
15:11:27:994,0.0450,0.0263,1.0006,-16.2250,34.7250,-22.9750,19.6954,-0.6212,0.1867,
15:11:28:018,0.0450,0.0263,1.0006,-13.5250,37.4125,-23.6125,19.6954,-0.6212,0.1867,
15:11:28:054,0.0582,0.0074,0.9998,-13.5250,37.4125,-23.6125,19.6954,-0.6212,0.1867,
15:11:28:056,0.0582,0.0074,0.9998,-13.5250,37.4125,-23.6125,12.1622,-0.5892,0.2741,
15:11:28:078,0.0582,0.0074,0.9998,-10.7625,38.1500,-25.6500,12.1622,-0.5892,0.2741,
15:11:28:114,0.0441,0.0257,0.9987,-10.7625,38.1500,-25.6500,12.1622,-0.5892,0.2741,
15:11:28:115,0.0441,0.0257,0.9987,-10.7625,38.1500,-25.6500,2.2928,-0.5301,0.3703,
15:11:28:148,0.0441,0.0257,0.9987,-6.5000,40.4375,-25.0875,2.2928,-0.5301,0.3703,
15:11:28:194,0.0188,0.0390,0.9993,-6.5000,40.4375,-25.0875,2.2928,-0.5301,0.3703,
15:11:28:195,0.0188,0.0390,0.9993,-6.5000,40.4375,-25.0875,349.7053,-0.4350,0.4805,
15:11:28:218,0.0188,0.0390,0.9993,-2.0375,41.7625,-26.0125,349.7053,-0.4350,0.4805,
15:11:28:256,-0.0017,0.0132,0.9987,-2.0375,41.7625,-26.0125,349.7053,-0.4350,0.4805,
15:11:28:258,-0.0017,0.0132,0.9987,-2.0375,41.7625,-26.0125,344.9697,-0.3824,0.5287,
15:11:28:278,-0.0017,0.0132,0.9987,1.2500,42.3875,-26.6875,344.9697,-0.3824,0.5287,
15:11:28:316,0.0348,0.0318,0.9999,1.2500,42.3875,-26.6875,344.9697,-0.3824,0.5287,
15:11:28:317,0.0348,0.0318,0.9999,1.2500,42.3875,-26.6875,339.4399,-0.3170,0.5725,
15:11:28:348,0.0348,0.0318,0.9999,4.6875,42.9500,-26.4125,339.4399,-0.3170,0.5725,
15:11:28:377,-0.0079,0.0026,0.9989,4.6875,42.9500,-26.4125,339.4399,-0.3170,0.5725,
15:11:28:378,-0.0079,0.0026,0.9989,4.6875,42.9500,-26.4125,334.7847,-0.2554,0.5954,
15:11:28:418,-0.0079,0.0026,0.9989,7.5000,43.0000,-29.3125,334.7847,-0.2554,0.5954,
15:11:28:458,0.0188,0.0271,0.9996,7.5000,43.0000,-29.3125,334.7847,-0.2554,0.5954,
15:11:28:458,0.0188,0.0271,0.9996,7.5000,43.0000,-29.3125,329.1833,-0.1797,0.6221,
15:11:28:478,0.0188,0.0271,0.9996,10.1750,43.5125,-29.2375,329.1833,-0.1797,0.6221,
15:11:28:518,-0.0099,0.0289,1.0001,10.1750,43.5125,-29.2375,329.1833,-0.1797,0.6221,
15:11:28:519,-0.0099,0.0289,1.0001,10.1750,43.5125,-29.2375,324.9196,-0.1213,0.6296,
15:11:28:548,-0.0099,0.0289,1.0001,13.4875,44.0875,-30.7500,324.9196,-0.1213,0.6296,
15:11:28:579,-0.0054,0.0222,1.0004,13.4875,44.0875,-30.7500,324.9196,-0.1213,0.6296,
15:11:28:579,-0.0054,0.0222,1.0004,13.4875,44.0875,-30.7500,322.8661,-0.0885,0.6287,
15:11:28:619,-0.0054,0.0222,1.0004,15.6500,44.7000,-32.8250,322.8661,-0.0885,0.6287,
15:11:28:660,-0.0226,0.0210,0.9993,15.6500,44.7000,-32.8250,322.8661,-0.0885,0.6287,
15:11:28:661,-0.0226,0.0210,0.9993,15.6500,44.7000,-32.8250,323.5545,-0.0818,0.6264,
15:11:28:678,-0.0226,0.0210,0.9993,16.1625,44.7000,-31.6125,323.5545,-0.0818,0.6264,
15:11:28:722,0.0029,0.0022,1.0003,16.1625,44.7000,-31.6125,323.5545,-0.0818,0.6264,
15:11:28:723,0.0029,0.0022,1.0003,16.1625,44.7000,-31.6125,324.5718,-0.0819,0.6251,
15:11:28:748,0.0029,0.0022,1.0003,16.2500,44.7500,-31.1625,324.5718,-0.0819,0.6251,
15:11:28:781,0.0109,0.0017,0.9998,16.2500,44.7500,-31.1625,324.5718,-0.0819,0.6251,
15:11:28:782,0.0109,0.0017,0.9998,16.2500,44.7500,-31.1625,325.4894,-0.0839,0.6265,
15:11:28:820,0.0109,0.0017,0.9998,16.1875,44.7250,-32.3000,325.4894,-0.0839,0.6265,
15:11:28:864,0.0117,0.0017,0.9997,16.1875,44.7250,-32.3000,325.4894,-0.0839,0.6265,
15:11:28:865,0.0117,0.0017,0.9997,16.1875,44.7250,-32.3000,326.6134,-0.0844,0.6272,
15:11:28:880,0.0117,0.0017,0.9997,15.8375,44.4000,-34.6375,326.6134,-0.0844,0.6272,
15:11:28:928,0.0116,0.0016,1.0000,15.8375,44.4000,-34.6375,326.6134,-0.0844,0.6272,
15:11:28:929,0.0116,0.0016,1.0000,15.8375,44.4000,-34.6375,327.3508,-0.0831,0.6271,
15:11:28:950,0.0116,0.0016,1.0000,15.8750,43.9625,-33.7750,327.3508,-0.0831,0.6271,
15:11:28:985,0.0109,0.0012,0.9993,15.8750,43.9625,-33.7750,327.3508,-0.0831,0.6271,
15:11:28:987,0.0109,0.0012,0.9993,15.8750,43.9625,-33.7750,328.0356,-0.0853,0.6285,
15:11:29:020,0.0109,0.0012,0.9993,15.9750,44.5875,-33.2875,328.0356,-0.0853,0.6285,
15:11:29:045,0.0112,0.0020,0.9997,15.9750,44.5875,-33.2875,328.0356,-0.0853,0.6285,
15:11:29:046,0.0112,0.0020,0.9997,15.9750,44.5875,-33.2875,328.6642,-0.0875,0.6302,
15:11:29:079,0.0112,0.0020,0.9997,15.9375,44.7250,-32.1250,328.6642,-0.0875,0.6302,
15:11:29:127,0.0109,0.0016,1.0001,15.9375,44.7250,-32.1250,328.6642,-0.0875,0.6302,
15:11:29:127,0.0109,0.0016,1.0001,15.9375,44.7250,-32.1250,329.1806,-0.0870,0.6313,
15:11:29:148,0.0109,0.0016,1.0001,15.8375,44.2250,-32.8000,329.1806,-0.0870,0.6313,
15:11:29:187,0.0112,0.0018,1.0008,15.8375,44.2250,-32.8000,329.1806,-0.0870,0.6313,
15:11:29:189,0.0112,0.0018,1.0008,15.8375,44.2250,-32.8000,329.4740,-0.0898,0.6339,
15:11:29:220,0.0112,0.0018,1.0008,15.6375,44.4625,-33.6000,329.4740,-0.0898,0.6339,
15:11:29:250,0.0116,0.0012,1.0005,15.6375,44.4625,-33.6000,329.4740,-0.0898,0.6339,
15:11:29:252,0.0116,0.0012,1.0005,15.6375,44.4625,-33.6000,329.6995,-0.0913,0.6356,
15:11:29:280,0.0116,0.0012,1.0005,15.9125,44.5500,-34.1125,329.6995,-0.0913,0.6356,
15:11:29:331,0.0111,0.0023,0.9996,15.9125,44.5500,-34.1125,329.6995,-0.0913,0.6356,
15:11:29:333,0.0111,0.0023,0.9996,15.9125,44.5500,-34.1125,329.8947,-0.0917,0.6357,
15:11:29:350,0.0111,0.0023,0.9996,15.5750,43.9125,-33.7875,329.8947,-0.0917,0.6357,
15:11:29:390,0.0111,0.0015,1.0001,15.5750,43.9125,-33.7875,329.8947,-0.0917,0.6357,
15:11:29:392,0.0111,0.0015,1.0001,15.5750,43.9125,-33.7875,330.0017,-0.0936,0.6370,
15:11:29:420,0.0111,0.0015,1.0001,15.7000,43.7750,-33.9625,330.0017,-0.0936,0.6370,
15:11:29:452,0.0101,0.0023,0.9999,15.7000,43.7750,-33.9625,330.0017,-0.0936,0.6370,
15:11:29:454,0.0101,0.0023,0.9999,15.7000,43.7750,-33.9625,330.0976,-0.0932,0.6396,
15:11:29:480,0.0101,0.0023,0.9999,15.7250,43.9125,-33.6250,330.0976,-0.0932,0.6396,
15:11:29:515,0.0122,0.0013,1.0004,15.7250,43.9125,-33.6250,330.0976,-0.0932,0.6396,
15:11:29:518,0.0122,0.0013,1.0004,15.7250,43.9125,-33.6250,330.2000,-0.0941,0.6405,
15:11:29:550,0.0122,0.0013,1.0004,15.6625,44.7000,-34.1375,330.2000,-0.0941,0.6405,
15:11:29:596,0.0109,0.0007,0.9997,15.6625,44.7000,-34.1375,330.2000,-0.0941,0.6405,
15:11:29:598,0.0109,0.0007,0.9997,15.6625,44.7000,-34.1375,330.3563,-0.0946,0.6432,
15:11:29:621,0.0109,0.0007,0.9997,15.4625,44.3250,-34.4625,330.3563,-0.0946,0.6432,
15:11:29:659,0.0105,0.0010,1.0005,15.4625,44.3250,-34.4625,330.3563,-0.0946,0.6432,
15:11:29:661,0.0105,0.0010,1.0005,15.4625,44.3250,-34.4625,330.4821,-0.0971,0.6453,
15:11:29:681,0.0105,0.0010,1.0005,15.7000,44.4250,-34.2750,330.4821,-0.0971,0.6453,
15:11:29:718,0.0107,0.0032,1.0012,15.7000,44.4250,-34.2750,330.4821,-0.0971,0.6453,
15:11:29:719,0.0107,0.0032,1.0012,15.7000,44.4250,-34.2750,330.5432,-0.0984,0.6458,
15:11:29:751,0.0107,0.0032,1.0012,15.7250,44.2000,-34.3500,330.5432,-0.0984,0.6458,
15:11:29:797,0.0123,0.0031,1.0005,15.7250,44.2000,-34.3500,330.5432,-0.0984,0.6458,
15:11:29:799,0.0123,0.0031,1.0005,15.7250,44.2000,-34.3500,330.6252,-0.0969,0.6466,
15:11:29:821,0.0123,0.0031,1.0005,15.4750,43.9375,-34.3625,330.6252,-0.0969,0.6466,
15:11:29:858,0.0117,0.0010,0.9994,15.4750,43.9375,-34.3625,330.6252,-0.0969,0.6466,
15:11:29:860,0.0117,0.0010,0.9994,15.4750,43.9375,-34.3625,330.6815,-0.0963,0.6474,
15:11:29:882,0.0117,0.0010,0.9994,15.9500,44.3000,-34.7375,330.6815,-0.0963,0.6474,
15:11:29:917,0.0108,0.0019,1.0001,15.9500,44.3000,-34.7375,330.6815,-0.0963,0.6474,
15:11:29:919,0.0108,0.0019,1.0001,15.9500,44.3000,-34.7375,330.7348,-0.0964,0.6501,
15:11:29:950,0.0108,0.0019,1.0001,15.7500,44.4875,-34.1250,330.7348,-0.0964,0.6501,
15:11:29:980,0.0095,0.0018,1.0002,15.7500,44.4875,-34.1250,330.7348,-0.0964,0.6501,
15:11:29:983,0.0095,0.0018,1.0002,15.7500,44.4875,-34.1250,330.7871,-0.0991,0.6486,
15:11:30:023,0.0095,0.0018,1.0002,15.7500,44.1875,-34.6875,330.7871,-0.0991,0.6486,
15:11:30:060,0.0122,0.0009,1.0002,15.7500,44.1875,-34.6875,330.7871,-0.0991,0.6486,
15:11:30:062,0.0122,0.0009,1.0002,15.7500,44.1875,-34.6875,330.8568,-0.0984,0.6493,
15:11:30:080,0.0122,0.0009,1.0002,15.9125,44.4125,-34.5500,330.8568,-0.0984,0.6493,
15:11:30:121,0.0125,0.0002,0.9997,15.9125,44.4125,-34.5500,330.8568,-0.0984,0.6493,
15:11:30:122,0.0125,0.0002,0.9997,15.9125,44.4125,-34.5500,330.9033,-0.0991,0.6509,
15:11:30:150,0.0125,0.0002,0.9997,15.7125,44.2375,-34.8625,330.9033,-0.0991,0.6509,
15:11:30:187,0.0114,0.0015,0.9992,15.7125,44.2375,-34.8625,330.9033,-0.0991,0.6509,
15:11:30:189,0.0114,0.0015,0.9992,15.7125,44.2375,-34.8625,331.6047,-0.0976,0.6531,
15:11:30:262,0.0104,0.0017,1.0001,15.7125,44.2375,-34.8625,331.6047,-0.0976,0.6531,
15:11:30:265,0.0104,0.0017,1.0001,15.7125,44.2375,-34.8625,331.6224,-0.0980,0.6528,
15:11:30:284,0.0104,0.0017,1.0001,15.5125,44.0500,-34.0500,331.6224,-0.0980,0.6528,
15:11:30:324,0.0115,0.0008,1.0000,15.5125,44.0500,-34.0500,331.6224,-0.0980,0.6528,
15:11:30:326,0.0115,0.0008,1.0000,15.5125,44.0500,-34.0500,331.6304,-0.0983,0.6539,
15:11:30:341,0.0115,0.0008,1.0000,15.5875,44.2750,-33.8125,331.6304,-0.0983,0.6539,
15:11:30:383,0.0123,0.0027,0.9993,15.5875,44.2750,-33.8125,331.6304,-0.0983,0.6539,
15:11:30:386,0.0123,0.0027,0.9993,15.5875,44.2750,-33.8125,331.6468,-0.0962,0.6534,
15:11:30:400,0.0123,0.0027,0.9993,15.5500,44.5250,-34.6000,331.6468,-0.0962,0.6534,
15:11:30:448,0.0148,0.0449,1.0002,15.5500,44.5250,-34.6000,331.6468,-0.0962,0.6534,
15:11:30:450,0.0148,0.0449,1.0002,15.5500,44.5250,-34.6000,331.2128,-0.0972,0.6527,
15:11:30:483,0.0148,0.0449,1.0002,16.2250,44.8500,-35.0000,331.2128,-0.0972,0.6527,
15:11:30:529,-0.0106,-0.0469,1.0005,16.2250,44.8500,-35.0000,331.2128,-0.0972,0.6527,
15:11:30:531,-0.0106,-0.0469,1.0005,16.2250,44.8500,-35.0000,330.5830,-0.0853,0.6647,
15:11:30:540,-0.0106,-0.0469,1.0005,17.0250,46.1250,-35.7875,330.5830,-0.0853,0.6647,
15:11:30:586,0.0089,-0.0173,1.0004,17.0250,46.1250,-35.7875,330.5830,-0.0853,0.6647,
15:11:30:588,0.0089,-0.0173,1.0004,17.0250,46.1250,-35.7875,329.6508,-0.0878,0.6759,
15:11:30:621,0.0089,-0.0173,1.0004,18.2875,45.8750,-36.6750,329.6508,-0.0878,0.6759,
15:11:30:655,0.0004,0.0111,1.0032,18.2875,45.8750,-36.6750,329.6508,-0.0878,0.6759,
15:11:30:657,0.0004,0.0111,1.0032,18.2875,45.8750,-36.6750,330.0330,-0.1871,1.1565,
15:11:30:677,0.0004,0.0111,1.0032,18.7000,45.3000,-36.3250,330.0330,-0.1871,1.1565,
15:11:30:729,0.0033,0.0006,1.0114,18.7000,45.3000,-36.3250,330.0330,-0.1871,1.1565,
15:11:30:730,0.0033,0.0006,1.0114,18.7000,45.3000,-36.3250,331.6026,-0.4550,3.8156,
15:11:30:737,0.0033,0.0006,1.0114,18.0500,43.8250,-36.3500,331.6026,-0.4550,3.8156,
15:11:30:789,0.0738,0.0001,1.0219,18.0500,43.8250,-36.3500,331.6026,-0.4550,3.8156,
15:11:30:790,0.0738,0.0001,1.0219,18.0500,43.8250,-36.3500,333.4197,-0.6719,8.4598,
15:11:30:814,0.0738,0.0001,1.0219,15.3375,40.4875,-35.5375,333.4197,-0.6719,8.4598,
15:11:30:851,0.2434,0.0233,0.9928,15.3375,40.4875,-35.5375,333.4197,-0.6719,8.4598,
15:11:30:853,0.2434,0.0233,0.9928,15.3375,40.4875,-35.5375,334.4691,-0.9440,14.2818,
15:11:30:874,0.2434,0.0233,0.9928,11.1125,36.8875,-35.3500,334.4691,-0.9440,14.2818,
15:11:30:910,0.4069,0.0310,0.8855,11.1125,36.8875,-35.3500,334.4691,-0.9440,14.2818,
15:11:30:912,0.4069,0.0310,0.8855,11.1125,36.8875,-35.3500,333.1535,-1.2182,24.1026,
15:11:30:991,0.3934,-0.0390,0.8960,11.1125,36.8875,-35.3500,333.1535,-1.2182,24.1026,
15:11:30:993,0.3934,-0.0390,0.8960,11.1125,36.8875,-35.3500,331.6014,-1.4174,35.8727,
15:11:31:053,0.5897,0.0188,0.7913,11.1125,36.8875,-35.3500,331.6014,-1.4174,35.8727,
15:11:31:055,0.5897,0.0188,0.7913,11.1125,36.8875,-35.3500,332.3684,-0.0409,43.4819,
15:11:31:074,0.5897,0.0188,0.7913,-7.5250,29.4500,-34.1625,332.3684,-0.0409,43.4819,
15:11:31:114,0.7151,0.0196,0.7003,-7.5250,29.4500,-34.1625,332.3684,-0.0409,43.4819,
15:11:31:117,0.7151,0.0196,0.7003,-7.5250,29.4500,-34.1625,334.4806,-0.0815,47.7896,
15:11:31:134,0.7151,0.0196,0.7003,-9.4625,29.3375,-32.6500,334.4806,-0.0815,47.7896,
15:11:31:194,0.7636,-0.0158,0.6363,-9.4625,29.3375,-32.6500,334.4806,-0.0815,47.7896,
15:11:31:197,0.7636,-0.0158,0.6363,-9.4625,29.3375,-32.6500,335.5975,-0.0371,49.3331,
15:11:31:205,0.7636,-0.0158,0.6363,-10.8875,29.1250,-31.1500,335.5975,-0.0371,49.3331,
15:11:31:255,0.7636,-0.0158,0.6363,-10.8875,29.1250,-31.1500,336.1835,-0.1330,48.6652,
15:11:31:257,0.7629,-0.0172,0.6266,-10.8875,29.1250,-31.1500,336.1835,-0.1330,48.6652,
15:11:31:275,0.7629,-0.0172,0.6266,-10.8625,29.2125,-31.2625,336.1835,-0.1330,48.6652,
15:11:31:316,0.7404,-0.0116,0.6555,-10.8625,29.2125,-31.2625,336.1835,-0.1330,48.6652,
15:11:31:319,0.7404,-0.0116,0.6555,-10.8625,29.2125,-31.2625,336.4758,-0.1282,44.1815,
15:11:31:335,0.7404,-0.0116,0.6555,-9.0875,29.8625,-32.0000,336.4758,-0.1282,44.1815,
15:11:31:396,0.7404,-0.0116,0.6555,-9.0875,29.8625,-32.0000,336.0803,-0.0662,33.9867,
15:11:31:399,0.6515,-0.0017,0.7420,-9.0875,29.8625,-32.0000,336.0803,-0.0662,33.9867,
15:11:31:404,0.6515,-0.0017,0.7420,-4.9500,31.1000,-34.0500,336.0803,-0.0662,33.9867,
15:11:31:463,0.4842,-0.0031,0.8536,-4.9500,31.1000,-34.0500,336.0803,-0.0662,33.9867,
15:11:31:466,0.4842,-0.0031,0.8536,-4.9500,31.1000,-34.0500,336.6589,-0.0453,22.8409,
15:11:31:475,0.4842,-0.0031,0.8536,0.8125,33.4375,-35.2000,336.6589,-0.0453,22.8409,
15:11:31:521,0.3239,-0.0046,0.9456,0.8125,33.4375,-35.2000,336.6589,-0.0453,22.8409,
15:11:31:523,0.3239,-0.0046,0.9456,0.8125,33.4375,-35.2000,337.8795,-0.1331,13.7297,
15:11:31:534,0.3239,-0.0046,0.9456,7.1375,36.5625,-35.3000,337.8795,-0.1331,13.7297,
15:11:31:582,0.1052,-0.0251,0.9606,7.1375,36.5625,-35.3000,337.8795,-0.1331,13.7297,
15:11:31:584,0.1052,-0.0251,0.9606,7.1375,36.5625,-35.3000,339.7366,0.0005,4.6587,
15:11:31:605,0.1052,-0.0251,0.9606,12.5875,39.9625,-32.8750,339.7366,0.0005,4.6587,
15:11:31:660,0.1052,-0.0251,0.9606,12.5875,39.9625,-32.8750,340.0831,-0.1873,0.6702,
15:11:31:662,0.1185,0.0197,1.0719,12.5875,39.9625,-32.8750,340.0831,-0.1873,0.6702,
15:11:31:675,0.1185,0.0197,1.0719,15.2750,41.2250,-30.8625,340.0831,-0.1873,0.6702,
15:11:31:722,0.0102,0.0035,1.0009,15.2750,41.2250,-30.8625,340.0831,-0.1873,0.6702,
15:11:31:724,0.0102,0.0035,1.0009,15.2750,41.2250,-30.8625,340.0841,-0.1899,0.6699,
15:11:31:735,0.0102,0.0035,1.0009,14.8875,41.4125,-30.2250,340.0841,-0.1899,0.6699,
15:11:31:783,0.0109,0.0017,0.9978,14.8875,41.4125,-30.2250,340.0841,-0.1899,0.6699,
15:11:31:785,0.0109,0.0017,0.9978,14.8875,41.4125,-30.2250,340.0851,-0.1942,0.6699,
15:11:31:805,0.0109,0.0017,0.9978,15.1500,41.4625,-30.6500,340.0851,-0.1942,0.6699,
15:11:31:864,0.0109,0.0017,0.9978,15.1500,41.4625,-30.6500,340.0810,-0.1973,0.6715,
15:11:31:866,0.0112,0.0029,0.9971,15.1500,41.4625,-30.6500,340.0810,-0.1973,0.6715,
15:11:31:874,0.0112,0.0029,0.9971,15.1500,41.1875,-30.5375,340.0810,-0.1973,0.6715,
15:11:31:922,0.0120,0.0035,0.9986,15.1500,41.1875,-30.5375,340.0810,-0.1973,0.6715,
15:11:31:923,0.0120,0.0035,0.9986,15.1500,41.1875,-30.5375,340.0810,-0.1995,0.6701,
15:11:31:934,0.0120,0.0035,0.9986,15.5125,41.9000,-28.7875,340.0810,-0.1995,0.6701,
15:11:31:983,0.0116,0.0046,1.0004,15.5125,41.9000,-28.7875,340.0810,-0.1995,0.6701,
15:11:31:984,0.0116,0.0046,1.0004,15.5125,41.9000,-28.7875,340.0773,-0.2010,0.6670,
15:11:32:004,0.0116,0.0046,1.0004,15.6125,41.7625,-28.5375,340.0773,-0.2010,0.6670,
15:11:32:044,-0.0021,-0.0145,1.0016,15.6125,41.7625,-28.5375,340.0773,-0.2010,0.6670,
15:11:32:044,-0.0021,-0.0145,1.0016,15.6125,41.7625,-28.5375,339.8134,-0.2156,0.6416,
15:11:32:074,-0.0021,-0.0145,1.0016,15.8125,41.4625,-27.6000,339.8134,-0.2156,0.6416,
15:11:32:126,0.0197,0.0139,1.0170,15.8125,41.4625,-27.6000,339.8134,-0.2156,0.6416,
15:11:32:127,0.0197,0.0139,1.0170,15.8125,41.4625,-27.6000,339.1562,-0.2387,0.0567,
15:11:32:133,0.0197,0.0139,1.0170,16.6250,41.9000,-27.1375,339.1562,-0.2387,0.0567,
15:11:32:187,-0.0095,-0.0097,1.0467,16.6250,41.9000,-27.1375,339.1562,-0.2387,0.0567,
15:11:32:188,-0.0095,-0.0097,1.0467,16.6250,41.9000,-27.1375,338.3889,-0.2640,-1.2680,
15:11:32:204,-0.0095,-0.0097,1.0467,17.6125,41.3125,-28.1250,338.3889,-0.2640,-1.2680,
15:11:32:248,-0.0351,0.0082,1.0468,17.6125,41.3125,-28.1250,338.3889,-0.2640,-1.2680,
15:11:32:249,-0.0351,0.0082,1.0468,17.6125,41.3125,-28.1250,337.7188,-0.2202,-6.3461,
15:11:32:274,-0.0351,0.0082,1.0468,20.7625,41.2750,-26.4625,337.7188,-0.2202,-6.3461,
15:11:32:329,-0.0351,0.0082,1.0468,20.7625,41.2750,-26.4625,337.8181,-0.1265,-12.1551,
15:11:32:330,-0.1168,0.0342,0.9942,20.7625,41.2750,-26.4625,337.8181,-0.1265,-12.1551,
15:11:32:334,-0.1168,0.0342,0.9942,23.4125,40.5750,-25.6750,337.8181,-0.1265,-12.1551,
15:11:32:388,-0.2168,0.0009,1.0040,23.4125,40.5750,-25.6750,337.8181,-0.1265,-12.1551,
15:11:32:390,-0.2168,0.0009,1.0040,23.4125,40.5750,-25.6750,338.1489,-0.0679,-17.7016,
15:11:32:404,-0.2168,0.0009,1.0040,25.7125,40.8625,-24.0875,338.1489,-0.0679,-17.7016,
15:11:32:450,-0.3094,0.0130,1.0014,25.7125,40.8625,-24.0875,338.1489,-0.0679,-17.7016,
15:11:32:451,-0.3094,0.0130,1.0014,25.7125,40.8625,-24.0875,338.6601,-0.0008,-24.9671,
15:11:32:474,-0.3094,0.0130,1.0014,28.3875,41.1500,-21.3875,338.6601,-0.0008,-24.9671,
15:11:32:512,-0.4543,-0.0125,0.8839,28.3875,41.1500,-21.3875,338.6601,-0.0008,-24.9671,
15:11:32:514,-0.4543,-0.0125,0.8839,28.3875,41.1500,-21.3875,338.9342,0.0068,-33.3322,
15:11:32:535,-0.4543,-0.0125,0.8839,30.7250,40.9250,-18.5625,338.9342,0.0068,-33.3322,
15:11:32:599,-0.5849,0.0162,0.7090,30.7250,40.9250,-18.5625,338.9342,0.0068,-33.3322,
15:11:32:602,-0.5849,0.0162,0.7090,30.7250,40.9250,-18.5625,339.4060,0.0228,-41.8403,
15:11:32:606,-0.5849,0.0162,0.7090,32.8000,40.7500,-15.5500,339.4060,0.0228,-41.8403,
