
time,gFx,gFy,gFz,Bx,By,Bz,Azimuth,Pitch,Roll,
15:11:21:791,0.0139,0.0610,1.0000,-26.1125,25.2000,-15.1375,58.5187,-0.4931,-0.3593,
15:11:21:792,0.0139,0.0610,1.0000,-26.1125,25.2000,-15.1375,49.6973,-0.5418,-0.2882,
15:11:21:813,0.0139,0.0610,1.0000,-22.7375,27.2250,-15.1625,49.6973,-0.5418,-0.2882,
15:11:21:852,-0.0114,0.0397,0.9996,-22.7375,27.2250,-15.1625,49.6973,-0.5418,-0.2882,
15:11:21:853,-0.0114,0.0397,0.9996,-22.7375,27.2250,-15.1625,44.8267,-0.5660,-0.2451,
15:11:21:883,-0.0114,0.0397,0.9996,-20.4125,28.2375,-17.2750,44.8267,-0.5660,-0.2451,
15:11:21:914,-0.0328,0.0810,1.0009,-20.4125,28.2375,-17.2750,44.8267,-0.5660,-0.2451,
15:11:21:916,-0.0328,0.0810,1.0009,-20.4125,28.2375,-17.2750,42.1468,-0.5791,-0.2149,
15:11:21:944,-0.0328,0.0810,1.0009,-19.2375,28.7750,-18.6625,42.1468,-0.5791,-0.2149,
15:11:21:994,-0.0070,0.0268,0.9990,-19.2375,28.7750,-18.6625,42.1468,-0.5791,-0.2149,
15:11:21:997,-0.0070,0.0268,0.9990,-19.2375,28.7750,-18.6625,42.0942,-0.5783,-0.2161,
15:11:22:014,-0.0070,0.0268,0.9990,-19.0125,28.8375,-19.3000,42.0942,-0.5783,-0.2161,
15:11:22:055,-0.0020,0.0199,1.0010,-19.0125,28.8375,-19.3000,42.0942,-0.5783,-0.2161,
15:11:22:057,-0.0020,0.0199,1.0010,-19.0125,28.8375,-19.3000,42.0546,-0.5787,-0.2156,
15:11:22:084,-0.0020,0.0199,1.0010,-19.1875,28.8500,-19.0375,42.0546,-0.5787,-0.2156,
15:11:22:122,-0.0018,0.0199,0.9995,-19.1875,28.8500,-19.0375,42.0546,-0.5787,-0.2156,
15:11:22:124,-0.0018,0.0199,0.9995,-19.1875,28.8500,-19.0375,42.0280,-0.5794,-0.2135,
15:11:22:146,-0.0018,0.0199,0.9995,-19.2625,28.4500,-19.3000,42.0280,-0.5794,-0.2135,
15:11:22:200,-0.0028,0.0196,1.0006,-19.2625,28.4500,-19.3000,42.0280,-0.5794,-0.2135,
15:11:22:202,-0.0028,0.0196,1.0006,-19.2625,28.4500,-19.3000,41.9929,-0.5798,-0.2133,
15:11:22:214,-0.0028,0.0196,1.0006,-19.0125,28.9750,-19.8125,41.9929,-0.5798,-0.2133,
15:11:22:261,-0.0009,0.0204,0.9993,-19.0125,28.9750,-19.8125,41.9929,-0.5798,-0.2133,
15:11:22:263,-0.0009,0.0204,0.9993,-19.0125,28.9750,-19.8125,41.9643,-0.5830,-0.2096,
15:11:22:284,-0.0009,0.0204,0.9993,-19.1750,28.8125,-19.1000,41.9643,-0.5830,-0.2096,
15:11:22:318,-0.0019,0.0203,0.9994,-19.1750,28.8125,-19.1000,41.9643,-0.5830,-0.2096,
15:11:22:320,-0.0019,0.0203,0.9994,-19.1750,28.8125,-19.1000,41.9442,-0.5850,-0.2084,
15:11:22:345,-0.0019,0.0203,0.9994,-18.9125,28.8125,-19.3375,41.9442,-0.5850,-0.2084,
15:11:22:385,-0.0012,0.0203,1.0004,-18.9125,28.8125,-19.3375,41.9442,-0.5850,-0.2084,
15:11:22:387,-0.0012,0.0203,1.0004,-18.9125,28.8125,-19.3375,41.9090,-0.5877,-0.2060,
15:11:22:416,-0.0012,0.0203,1.0004,-19.3625,28.4250,-19.1500,41.9090,-0.5877,-0.2060,
15:11:22:461,-0.0021,0.0194,0.9998,-19.3625,28.4250,-19.1500,41.9090,-0.5877,-0.2060,
15:11:22:463,-0.0021,0.0194,0.9998,-19.3625,28.4250,-19.1500,41.8891,-0.5911,-0.2052,
15:11:22:485,-0.0021,0.0194,0.9998,-19.2500,28.6250,-19.4250,41.8891,-0.5911,-0.2052,
15:11:22:521,-0.0020,0.0207,0.9999,-19.2500,28.6250,-19.4250,41.8891,-0.5911,-0.2052,
15:11:22:523,-0.0020,0.0207,0.9999,-19.2500,28.6250,-19.4250,41.8754,-0.5931,-0.2028,
15:11:22:544,-0.0020,0.0207,0.9999,-19.1375,28.4125,-19.6625,41.8754,-0.5931,-0.2028,
15:11:22:584,-0.0027,0.0209,1.0006,-19.1375,28.4125,-19.6625,41.8754,-0.5931,-0.2028,
15:11:22:587,-0.0027,0.0209,1.0006,-19.1375,28.4125,-19.6625,41.8394,-0.5930,-0.2011,
15:11:22:615,-0.0027,0.0209,1.0006,-19.2250,28.7125,-18.7625,41.8394,-0.5930,-0.2011,
15:11:22:665,-0.0028,0.0193,1.0003,-19.2250,28.7125,-18.7625,41.8394,-0.5930,-0.2011,
15:11:22:668,-0.0028,0.0193,1.0003,-19.2250,28.7125,-18.7625,41.7595,-0.5926,-0.1998,
15:11:22:684,-0.0028,0.0193,1.0003,-19.1625,28.7875,-19.2000,41.7595,-0.5926,-0.1998,
15:11:22:723,0.0044,0.0074,0.9997,-19.1625,28.7875,-19.2000,41.7595,-0.5926,-0.1998,
15:11:22:724,0.0044,0.0074,0.9997,-19.1625,28.7875,-19.2000,40.7070,-0.5942,-0.1893,
15:11:22:743,0.0044,0.0074,0.9997,-18.6625,29.2500,-17.9750,40.7070,-0.5942,-0.1893,
15:11:22:784,0.0430,0.0159,0.9994,-18.6625,29.2500,-17.9750,40.7070,-0.5942,-0.1893,
15:11:22:784,0.0430,0.0159,0.9994,-18.6625,29.2500,-17.9750,38.3450,-0.6020,-0.1614,
15:11:22:815,0.0430,0.0159,0.9994,-17.6875,29.4250,-17.8375,38.3450,-0.6020,-0.1614,
15:11:22:845,-0.0268,0.0252,1.0004,-17.6875,29.4250,-17.8375,38.3450,-0.6020,-0.1614,
15:11:22:847,-0.0268,0.0252,1.0004,-17.6875,29.4250,-17.8375,33.8428,-0.6111,-0.1131,
15:11:22:885,-0.0268,0.0252,1.0004,-16.4000,29.5375,-20.1250,33.8428,-0.6111,-0.1131,
15:11:22:926,0.0167,0.0332,0.9989,-16.4000,29.5375,-20.1250,33.8428,-0.6111,-0.1131,
15:11:22:928,0.0167,0.0332,0.9989,-16.4000,29.5375,-20.1250,25.7828,-0.6193,-0.0260,
15:11:22:945,0.0167,0.0332,0.9989,-14.7000,30.6500,-21.8125,25.7828,-0.6193,-0.0260,
15:11:22:987,0.0331,0.0047,1.0001,-14.7000,30.6500,-21.8125,25.7828,-0.6193,-0.0260,
15:11:22:988,0.0331,0.0047,1.0001,-14.7000,30.6500,-21.8125,19.4700,-0.6138,0.0463,
15:11:23:014,0.0331,0.0047,1.0001,-12.4750,32.3625,-21.4000,19.4700,-0.6138,0.0463,
15:11:23:048,0.0226,0.0324,1.0004,-12.4750,32.3625,-21.4000,19.4700,-0.6138,0.0463,
15:11:23:049,0.0226,0.0324,1.0004,-12.4750,32.3625,-21.4000,13.0610,-0.6057,0.1169,
15:11:23:084,0.0226,0.0324,1.0004,-9.8625,33.7500,-21.4125,13.0610,-0.6057,0.1169,
15:11:23:129,-0.0088,0.0348,0.9993,-9.8625,33.7500,-21.4125,13.0610,-0.6057,0.1169,
15:11:23:130,-0.0088,0.0348,0.9993,-9.8625,33.7500,-21.4125,4.5812,-0.5819,0.1953,
15:11:23:144,-0.0088,0.0348,0.9993,-7.2375,35.5375,-21.4375,4.5812,-0.5819,0.1953,
15:11:23:190,0.0392,0.0073,1.0004,-7.2375,35.5375,-21.4375,4.5812,-0.5819,0.1953,
15:11:23:191,0.0392,0.0073,1.0004,-7.2375,35.5375,-21.4375,358.6918,-0.5568,0.2604,
15:11:23:214,0.0392,0.0073,1.0004,-5.3375,35.6875,-22.3250,358.6918,-0.5568,0.2604,
15:11:23:251,0.0309,0.0221,0.9992,-5.3375,35.6875,-22.3250,358.6918,-0.5568,0.2604,
15:11:23:251,0.0309,0.0221,0.9992,-5.3375,35.6875,-22.3250,353.1573,-0.5272,0.3183,
15:11:23:284,0.0309,0.0221,0.9992,-3.0000,36.2500,-23.9875,353.1573,-0.5272,0.3183,
15:11:23:312,0.0675,0.0158,0.9989,-3.0000,36.2500,-23.9875,353.1573,-0.5272,0.3183,
15:11:23:314,0.0675,0.0158,0.9989,-3.0000,36.2500,-23.9875,346.0629,-0.4765,0.3946,
15:11:23:346,0.0675,0.0158,0.9989,-0.2000,36.8375,-25.6125,346.0629,-0.4765,0.3946,
15:11:23:392,-0.0253,0.0311,0.9995,-0.2000,36.8375,-25.6125,346.0629,-0.4765,0.3946,
15:11:23:394,-0.0253,0.0311,0.9995,-0.2000,36.8375,-25.6125,337.5355,-0.3985,0.4641,
15:11:23:416,-0.0253,0.0311,0.9995,2.8625,37.7375,-26.8500,337.5355,-0.3985,0.4641,
15:11:23:454,0.0225,0.0368,0.9985,2.8625,37.7375,-26.8500,337.5355,-0.3985,0.4641,
15:11:23:455,0.0225,0.0368,0.9985,2.8625,37.7375,-26.8500,331.5804,-0.3347,0.5033,
15:11:23:485,0.0225,0.0368,0.9985,5.9500,37.9875,-28.0625,331.5804,-0.3347,0.5033,
15:11:23:514,-0.0190,0.0182,1.0001,5.9500,37.9875,-28.0625,331.5804,-0.3347,0.5033,
15:11:23:517,-0.0190,0.0182,1.0001,5.9500,37.9875,-28.0625,326.3226,-0.2733,0.5321,
15:11:23:547,-0.0190,0.0182,1.0001,9.1250,38.8125,-27.9500,326.3226,-0.2733,0.5321,
15:11:23:595,0.0219,0.0034,0.9997,9.1250,38.8125,-27.9500,326.3226,-0.2733,0.5321,
15:11:23:598,0.0219,0.0034,0.9997,9.1250,38.8125,-27.9500,319.7163,-0.1889,0.5657,
15:11:23:618,0.0219,0.0034,0.9997,12.4000,38.8875,-28.8750,319.7163,-0.1889,0.5657,
15:11:23:656,0.0040,0.0170,0.9998,12.4000,38.8875,-28.8750,319.7163,-0.1889,0.5657,
15:11:23:657,0.0040,0.0170,0.9998,12.4000,38.8875,-28.8750,315.1664,-0.1256,0.5798,
15:11:23:686,0.0040,0.0170,0.9998,15.6375,38.3500,-30.0250,315.1664,-0.1256,0.5798,
15:11:23:716,0.0117,0.0010,1.0001,15.6375,38.3500,-30.0250,315.1664,-0.1256,0.5798,
15:11:23:719,0.0117,0.0010,1.0001,15.6375,38.3500,-30.0250,310.7431,-0.0654,0.5879,
15:11:23:747,0.0117,0.0010,1.0001,19.1000,38.7125,-30.8125,310.7431,-0.0654,0.5879,
15:11:23:778,-0.0052,0.0150,1.0003,19.1000,38.7125,-30.8125,310.7431,-0.0654,0.5879,
15:11:23:780,-0.0052,0.0150,1.0003,19.1000,38.7125,-30.8125,306.2038,-0.0066,0.5884,
15:11:23:817,-0.0052,0.0150,1.0003,23.2375,38.8000,-32.5500,306.2038,-0.0066,0.5884,
15:11:23:862,-0.0023,-0.0092,1.0001,23.2375,38.8000,-32.5500,306.2038,-0.0066,0.5884,
15:11:23:864,-0.0023,-0.0092,1.0001,23.2375,38.8000,-32.5500,300.1812,0.0737,0.5783,
15:11:23:886,-0.0023,-0.0092,1.0001,28.1750,38.5625,-33.9625,300.1812,0.0737,0.5783,
15:11:23:923,0.0273,0.0038,0.9994,28.1750,38.5625,-33.9625,300.1812,0.0737,0.5783,
15:11:23:925,0.0273,0.0038,0.9994,28.1750,38.5625,-33.9625,295.3644,0.1327,0.5644,
15:11:23:946,0.0273,0.0038,0.9994,33.4375,38.2625,-36.2375,295.3644,0.1327,0.5644,
15:11:23:983,-0.0012,0.0026,0.9993,33.4375,38.2625,-36.2375,295.3644,0.1327,0.5644,
15:11:23:985,-0.0012,0.0026,0.9993,33.4375,38.2625,-36.2375,291.0750,0.1878,0.5490,
15:11:24:017,-0.0012,0.0026,0.9993,39.1750,37.6375,-39.7375,291.0750,0.1878,0.5490,
15:11:24:062,0.0131,-0.0067,0.9993,39.1750,37.6375,-39.7375,291.0750,0.1878,0.5490,
15:11:24:064,0.0131,-0.0067,0.9993,39.1750,37.6375,-39.7375,285.1843,0.2571,0.5190,
15:11:24:086,0.0131,-0.0067,0.9993,44.9250,35.2500,-44.3250,285.1843,0.2571,0.5190,
15:11:24:123,0.0241,-0.0207,1.0004,44.9250,35.2500,-44.3250,285.1843,0.2571,0.5190,
15:11:24:125,0.0241,-0.0207,1.0004,44.9250,35.2500,-44.3250,279.5549,0.3148,0.4877,
15:11:24:147,0.0241,-0.0207,1.0004,50.7250,31.9250,-49.1000,279.5549,0.3148,0.4877,
15:11:24:183,0.0241,-0.0207,1.0004,50.7250,31.9250,-49.1000,272.7968,0.3746,0.4466,
15:11:24:185,-0.0003,-0.0077,0.9996,50.7250,31.9250,-49.1000,272.7968,0.3746,0.4466,
15:11:24:218,-0.0003,-0.0077,0.9996,56.7000,25.1250,-55.9625,272.7968,0.3746,0.4466,
15:11:24:264,0.0376,-0.0145,0.9993,56.7000,25.1250,-55.9625,272.7968,0.3746,0.4466,
15:11:24:266,0.0376,-0.0145,0.9993,56.7000,25.1250,-55.9625,262.4158,0.4522,0.3709,
15:11:24:287,0.0376,-0.0145,0.9993,60.9500,12.1750,-63.0125,262.4158,0.4522,0.3709,
15:11:24:325,0.0042,0.0202,0.9996,60.9500,12.1750,-63.0125,262.4158,0.4522,0.3709,
15:11:24:327,0.0042,0.0202,0.9996,60.9500,12.1750,-63.0125,254.6233,0.4984,0.3069,
15:11:24:347,0.0042,0.0202,0.9996,60.6375,-6.5875,-69.2750,254.6233,0.4984,0.3069,
15:11:24:386,-0.0291,0.0013,0.9999,60.6375,-6.5875,-69.2750,254.6233,0.4984,0.3069,
15:11:24:388,-0.0291,0.0013,0.9999,60.6375,-6.5875,-69.2750,246.9800,0.5374,0.2338,
15:11:24:418,-0.0291,0.0013,0.9999,55.5625,-24.8500,-68.3000,246.9800,0.5374,0.2338,
15:11:24:447,-0.0038,0.0472,0.9998,55.5625,-24.8500,-68.3000,246.9800,0.5374,0.2338,
15:11:24:449,-0.0038,0.0472,0.9998,55.5625,-24.8500,-68.3000,242.4636,0.5499,0.1947,
15:11:24:487,-0.0038,0.0472,0.9998,50.9250,-35.1875,-65.1875,242.4636,0.5499,0.1947,
15:11:24:527,-0.0071,-0.0043,0.9986,50.9250,-35.1875,-65.1875,242.4636,0.5499,0.1947,
15:11:24:528,-0.0071,-0.0043,0.9986,50.9250,-35.1875,-65.1875,242.3709,0.5479,0.1960,
15:11:24:547,-0.0071,-0.0043,0.9986,49.9750,-36.3625,-64.5875,242.3709,0.5479,0.1960,
15:11:24:588,-0.0041,-0.0103,0.9991,49.9750,-36.3625,-64.5875,242.3709,0.5479,0.1960,
15:11:24:589,-0.0041,-0.0103,0.9991,49.9750,-36.3625,-64.5875,242.3691,0.5464,0.1944,
15:11:24:615,-0.0041,-0.0103,0.9991,49.9250,-36.3875,-63.6125,242.3691,0.5464,0.1944,
15:11:24:649,-0.0046,-0.0116,0.9991,49.9250,-36.3875,-63.6125,242.3691,0.5464,0.1944,
15:11:24:651,-0.0046,-0.0116,0.9991,49.9250,-36.3875,-63.6125,242.3692,0.5454,0.1970,
15:11:24:686,-0.0046,-0.0116,0.9991,50.3625,-36.1750,-64.1250,242.3692,0.5454,0.1970,
15:11:24:733,-0.0040,-0.0093,0.9987,50.3625,-36.1750,-64.1250,242.3692,0.5454,0.1970,
15:11:24:735,-0.0040,-0.0093,0.9987,50.3625,-36.1750,-64.1250,242.3698,0.5454,0.1974,
15:11:24:745,-0.0040,-0.0093,0.9987,49.8000,-36.5625,-65.2250,242.3698,0.5454,0.1974,
15:11:24:794,-0.0041,-0.0090,1.0009,49.8000,-36.5625,-65.2250,242.3698,0.5454,0.1974,
15:11:24:796,-0.0041,-0.0090,1.0009,49.8000,-36.5625,-65.2250,242.3705,0.5462,0.1983,
15:11:24:817,-0.0041,-0.0090,1.0009,50.0250,-36.1500,-64.6750,242.3705,0.5462,0.1983,
15:11:24:857,-0.0042,-0.0093,0.9993,50.0250,-36.1500,-64.6750,242.3705,0.5462,0.1983,
15:11:24:859,-0.0042,-0.0093,0.9993,50.0250,-36.1500,-64.6750,242.3675,0.5455,0.1979,
15:11:24:887,-0.0042,-0.0093,0.9993,49.8375,-36.1000,-64.4625,242.3675,0.5455,0.1979,
15:11:24:913,-0.0041,-0.0100,0.9993,49.8375,-36.1000,-64.4625,242.3675,0.5455,0.1979,
15:11:24:915,-0.0041,-0.0100,0.9993,49.8375,-36.1000,-64.4625,242.3673,0.5452,0.1987,
15:11:24:947,-0.0041,-0.0100,0.9993,49.7750,-35.6000,-64.5375,242.3673,0.5452,0.1987,
15:11:24:995,-0.0056,-0.0105,0.9999,49.7750,-35.6000,-64.5375,242.3673,0.5452,0.1987,
15:11:24:997,-0.0056,-0.0105,0.9999,49.7750,-35.6000,-64.5375,242.3667,0.5439,0.1982,
15:11:25:018,-0.0056,-0.0105,0.9999,50.0500,-35.8875,-64.2625,242.3667,0.5439,0.1982,
15:11:25:054,-0.0049,-0.0095,0.9994,50.0500,-35.8875,-64.2625,242.3667,0.5439,0.1982,
15:11:25:056,-0.0049,-0.0095,0.9994,50.0500,-35.8875,-64.2625,242.3665,0.5442,0.1971,
15:11:25:087,-0.0049,-0.0095,0.9994,50.2625,-36.1625,-64.3750,242.3665,0.5442,0.1971,
15:11:25:114,0.0057,-0.0143,0.9993,50.2625,-36.1625,-64.3750,242.3665,0.5442,0.1971,
15:11:25:115,0.0057,-0.0143,0.9993,50.2625,-36.1625,-64.3750,242.3081,0.5433,0.1975,
15:11:25:146,0.0057,-0.0143,0.9993,50.1000,-36.1875,-64.0000,242.3081,0.5433,0.1975,
15:11:25:195,0.0467,-0.0410,0.9994,50.1000,-36.1875,-64.0000,242.3081,0.5433,0.1975,
15:11:25:196,0.0467,-0.0410,0.9994,50.1000,-36.1875,-64.0000,240.6788,0.5503,0.1855,
15:11:25:216,0.0467,-0.0410,0.9994,48.5375,-37.9250,-63.5125,240.6788,0.5503,0.1855,
15:11:25:256,0.0213,-0.0178,1.0002,48.5375,-37.9250,-63.5125,240.6788,0.5503,0.1855,
15:11:25:257,0.0213,-0.0178,1.0002,48.5375,-37.9250,-63.5125,237.4164,0.5615,0.1519,
15:11:25:286,0.0213,-0.0178,1.0002,44.0000,-44.4625,-62.7375,237.4164,0.5615,0.1519,
15:11:25:316,0.0326,-0.0166,0.9994,44.0000,-44.4625,-62.7375,237.4164,0.5615,0.1519,
15:11:25:317,0.0326,-0.0166,0.9994,44.0000,-44.4625,-62.7375,232.5770,0.5758,0.1058,
15:11:25:346,0.0326,-0.0166,0.9994,35.9625,-51.6000,-58.2250,232.5770,0.5758,0.1058,
15:11:25:378,-0.0566,0.0159,0.9996,35.9625,-51.6000,-58.2250,232.5770,0.5758,0.1058,
15:11:25:380,-0.0566,0.0159,0.9996,35.9625,-51.6000,-58.2250,228.6363,0.5817,0.0601,
15:11:25:417,-0.0566,0.0159,0.9996,28.7750,-56.0750,-53.6625,228.6363,0.5817,0.0601,
15:11:25:459,0.0135,-0.0180,1.0004,28.7750,-56.0750,-53.6625,228.6363,0.5817,0.0601,
15:11:25:460,0.0135,-0.0180,1.0004,28.7750,-56.0750,-53.6625,222.5982,0.5868,-0.0008,
15:11:25:476,0.0135,-0.0180,1.0004,22.3375,-58.7000,-46.6500,222.5982,0.5868,-0.0008,
15:11:25:519,0.0378,-0.0361,0.9989,22.3375,-58.7000,-46.6500,222.5982,0.5868,-0.0008,
15:11:25:520,0.0378,-0.0361,0.9989,22.3375,-58.7000,-46.6500,215.5797,0.5883,-0.0613,
15:11:25:546,0.0378,-0.0361,0.9989,14.2875,-59.9500,-40.1750,215.5797,0.5883,-0.0613,
15:11:25:581,-0.0510,0.0207,0.9994,14.2875,-59.9500,-40.1750,215.5797,0.5883,-0.0613,
15:11:25:582,-0.0510,0.0207,0.9994,14.2875,-59.9500,-40.1750,207.4315,0.5807,-0.1306,
15:11:25:617,-0.0510,0.0207,0.9994,6.8875,-59.8375,-34.6250,207.4315,0.5807,-0.1306,
15:11:25:662,0.0117,0.0060,0.9997,6.8875,-59.8375,-34.6250,207.4315,0.5807,-0.1306,
15:11:25:663,0.0117,0.0060,0.9997,6.8875,-59.8375,-34.6250,198.5676,0.5591,-0.1960,
15:11:25:676,0.0117,0.0060,0.9997,1.6750,-59.2750,-30.5500,198.5676,0.5591,-0.1960,
15:11:25:723,-0.0156,0.0204,1.0002,1.6750,-59.2750,-30.5500,198.5676,0.5591,-0.1960,
15:11:25:723,-0.0156,0.0204,1.0002,1.6750,-59.2750,-30.5500,191.6144,0.5386,-0.2607,
15:11:25:746,-0.0156,0.0204,1.0002,-3.1750,-58.0125,-26.2500,191.6144,0.5386,-0.2607,
15:11:25:782,-0.0318,0.0175,1.0003,-3.1750,-58.0125,-26.2500,191.6144,0.5386,-0.2607,
15:11:25:783,-0.0318,0.0175,1.0003,-3.1750,-58.0125,-26.2500,184.3471,0.5094,-0.3223,
15:11:25:816,-0.0318,0.0175,1.0003,-8.5750,-57.4375,-24.1875,184.3471,0.5094,-0.3223,
15:11:25:844,0.0016,-0.0329,0.9997,-8.5750,-57.4375,-24.1875,184.3471,0.5094,-0.3223,
15:11:25:844,0.0016,-0.0329,0.9997,-8.5750,-57.4375,-24.1875,178.3115,0.4801,-0.3663,
15:11:25:877,0.0016,-0.0329,0.9997,-12.9375,-55.3000,-23.0500,178.3115,0.4801,-0.3663,
15:11:25:926,-0.0291,-0.0584,0.9982,-12.9375,-55.3000,-23.0500,178.3115,0.4801,-0.3663,
15:11:25:928,-0.0291,-0.0584,0.9982,-12.9375,-55.3000,-23.0500,167.6730,0.4115,-0.4496,
15:11:25:947,-0.0291,-0.0584,0.9982,-19.2375,-53.4625,-22.4625,167.6730,0.4115,-0.4496,
15:11:25:987,-0.0158,0.0505,1.0002,-19.2375,-53.4625,-22.4625,167.6730,0.4115,-0.4496,
15:11:25:989,-0.0158,0.0505,1.0002,-19.2375,-53.4625,-22.4625,159.3592,0.3430,-0.5109,
15:11:26:019,-0.0158,0.0505,1.0002,-26.3250,-50.6875,-21.9875,159.3592,0.3430,-0.5109,
15:11:26:047,0.0290,-0.0169,0.9991,-26.3250,-50.6875,-21.9875,159.3592,0.3430,-0.5109,
15:11:26:050,0.0290,-0.0169,0.9991,-26.3250,-50.6875,-21.9875,149.8454,0.2593,-0.5567,
15:11:26:078,0.0290,-0.0169,0.9991,-33.3750,-44.7250,-21.2875,149.8454,0.2593,-0.5567,
15:11:26:128,-0.0143,0.0350,1.0000,-33.3750,-44.7250,-21.2875,149.8454,0.2593,-0.5567,
15:11:26:130,-0.0143,0.0350,1.0000,-33.3750,-44.7250,-21.2875,136.2600,0.1197,-0.6045,
15:11:26:148,-0.0143,0.0350,1.0000,-39.6125,-36.4375,-21.3750,136.2600,0.1197,-0.6045,
15:11:26:189,0.0192,-0.0131,0.9993,-39.6125,-36.4375,-21.3750,136.2600,0.1197,-0.6045,
15:11:26:191,0.0192,-0.0131,0.9993,-39.6125,-36.4375,-21.3750,125.2024,0.0078,-0.6155,
15:11:26:219,0.0192,-0.0131,0.9993,-44.3000,-26.8125,-22.8875,125.2024,0.0078,-0.6155,
15:11:26:250,0.0558,-0.0037,0.9996,-44.3000,-26.8125,-22.8875,125.2024,0.0078,-0.6155,
15:11:26:253,0.0558,-0.0037,0.9996,-44.3000,-26.8125,-22.8875,114.9726,-0.0939,-0.6045,
15:11:26:278,0.0558,-0.0037,0.9996,-46.9000,-17.5125,-23.2750,114.9726,-0.0939,-0.6045,
15:11:26:318,0.0612,0.0264,0.9999,-46.9000,-17.5125,-23.2750,114.9726,-0.0939,-0.6045,
15:11:26:320,0.0612,0.0264,0.9999,-46.9000,-17.5125,-23.2750,104.2093,-0.2027,-0.5742,
15:11:26:349,0.0612,0.0264,0.9999,-48.0250,-7.1500,-22.4500,104.2093,-0.2027,-0.5742,
15:11:26:392,0.0106,0.0582,1.0000,-48.0250,-7.1500,-22.4500,104.2093,-0.2027,-0.5742,
15:11:26:393,0.0106,0.0582,1.0000,-48.0250,-7.1500,-22.4500,93.0503,-0.3169,-0.5274,
15:11:26:418,0.0106,0.0582,1.0000,-47.5125,2.0375,-20.3875,93.0503,-0.3169,-0.5274,
15:11:26:453,-0.0158,0.0126,1.0004,-47.5125,2.0375,-20.3875,93.0503,-0.3169,-0.5274,
15:11:26:455,-0.0158,0.0126,1.0004,-47.5125,2.0375,-20.3875,83.7279,-0.3962,-0.4677,
15:11:26:481,-0.0158,0.0126,1.0004,-45.0125,10.6875,-19.4750,83.7279,-0.3962,-0.4677,
15:11:26:514,-0.0158,0.0126,1.0004,-45.0125,10.6875,-19.4750,74.8018,-0.4733,-0.4011,
15:11:26:517,0.0093,0.0774,0.9994,-45.0125,10.6875,-19.4750,74.8018,-0.4733,-0.4011,
15:11:26:548,0.0093,0.0774,0.9994,-41.1500,18.3750,-18.9875,74.8018,-0.4733,-0.4011,
15:11:26:595,0.0106,0.0435,1.0002,-41.1500,18.3750,-18.9875,74.8018,-0.4733,-0.4011,
15:11:26:597,0.0106,0.0435,1.0002,-41.1500,18.3750,-18.9875,66.1815,-0.5328,-0.3254,
15:11:26:617,0.0106,0.0435,1.0002,-37.0875,23.5375,-19.7000,66.1815,-0.5328,-0.3254,
15:11:26:655,-0.0256,0.0310,1.0003,-37.0875,23.5375,-19.7000,66.1815,-0.5328,-0.3254,
15:11:26:656,-0.0256,0.0310,1.0003,-37.0875,23.5375,-19.7000,58.4734,-0.5695,-0.2513,
15:11:26:677,-0.0256,0.0310,1.0003,-32.5625,27.4000,-19.2750,58.4734,-0.5695,-0.2513,
15:11:26:717,0.0973,0.0076,1.0010,-32.5625,27.4000,-19.2750,58.4734,-0.5695,-0.2513,
15:11:26:719,0.0973,0.0076,1.0010,-32.5625,27.4000,-19.2750,50.4149,-0.6024,-0.1622,
15:11:26:748,0.0973,0.0076,1.0010,-27.4625,29.8625,-20.1500,50.4149,-0.6024,-0.1622,
15:11:26:796,-0.0098,0.0692,0.9983,-27.4625,29.8625,-20.1500,50.4149,-0.6024,-0.1622,
15:11:26:798,-0.0098,0.0692,0.9983,-27.4625,29.8625,-20.1500,39.9839,-0.6267,-0.0503,
15:11:26:818,-0.0098,0.0692,0.9983,-22.5750,31.7625,-22.3625,39.9839,-0.6267,-0.0503,
15:11:26:858,-0.0642,0.1113,1.0011,-22.5750,31.7625,-22.3625,39.9839,-0.6267,-0.0503,
15:11:26:861,-0.0642,0.1113,1.0011,-22.5750,31.7625,-22.3625,36.3718,-0.6344,-0.0103,
15:11:26:879,-0.0642,0.1113,1.0011,-19.7625,32.6000,-22.3000,36.3718,-0.6344,-0.0103,
15:11:26:920,-0.0402,0.0460,0.9996,-19.7625,32.6000,-22.3000,36.3718,-0.6344,-0.0103,
15:11:26:922,-0.0402,0.0460,0.9996,-19.7625,32.6000,-22.3000,36.2748,-0.6360,-0.0146,
15:11:26:949,-0.0402,0.0460,0.9996,-19.8375,32.1750,-22.7000,36.2748,-0.6360,-0.0146,
15:11:26:978,0.0020,0.0189,1.0000,-19.8375,32.1750,-22.7000,36.2748,-0.6360,-0.0146,
15:11:26:980,0.0020,0.0189,1.0000,-19.8375,32.1750,-22.7000,36.2750,-0.6347,-0.0159,
15:11:27:017,0.0020,0.0189,1.0000,-19.6500,32.3875,-22.8500,36.2750,-0.6347,-0.0159,
15:11:27:061,0.0012,0.0203,1.0001,-19.6500,32.3875,-22.8500,36.2750,-0.6347,-0.0159,
15:11:27:062,0.0012,0.0203,1.0001,-19.6500,32.3875,-22.8500,36.2717,-0.6353,-0.0169,
15:11:27:077,0.0012,0.0203,1.0001,-19.2500,32.1000,-21.2250,36.2717,-0.6353,-0.0169,
15:11:27:121,0.0015,0.0188,0.9996,-19.2500,32.1000,-21.2250,36.2717,-0.6353,-0.0169,
